code,code_value,code_desc,lkup_code,lkup_value,lkup_desc
CLM_LN_MSG_CD,847,SPECIFIC SUPPLIES EXCL,,,
CLM_LN_MSG_CD,C552,REJ-CLAIM IS DENIED CHARGES WERE SUBMITTED TO ANOT,,,
CLM_LN_MSG_CD,M8MI,(Short Term Medical):Charges for growth hormone th,,,
CLM_LN_MSG_CD,PMO,MD MDNONP FI INFO ONLY,,,
CLM_LN_MSG_CD,PYU,Reserved,,,
CLM_LN_MSG_CD,40D7,MA-DSNP KS Zero Cost Share,,,
CLM_LN_MSG_CD,DS3,Skilled Nursing Not Authorized,,,
CLM_LN_MSG_CD,E715,RECV:PRIMAX - APPEALS,,,
CLM_LN_MSG_CD,MY5,Code NC Prov Type,,,
CLM_LN_MSG_CD,D3Q,Fl Er Ref Np 239% Ky Info,,,
CLM_LN_MSG_CD,K80,PEND ILLEGIBLE ITEMIZED,,,
CLM_LN_MSG_CD,07MR,MA-Overturned Denial,,,
CLM_LN_MSG_CD,B633,REJ-PLEASE SUBMIT TO WORKMANS COMPENSATION,,,
CLM_LN_MSG_CD,DVA,Proc/Dx Not Expected,,,
CLM_LN_MSG_CD,G66,OON pd at 325% MCR allowed,,,
CLM_LN_MSG_CD,DI$,Burgess Reserved,,,
CLM_LN_MSG_CD,M8XP,Benefits are limited to the scheduled amount as sp,,,
CLM_LN_MSG_CD,Y3,AUSHC NAP PHYS DIS,,,
CLM_LN_MSG_CD,B412,APP-MR-E/M SERVICE ADDED DURING AUDIT BASED ON ICD,,,
CLM_LN_MSG_CD,DBR,Reserved Medicare Preventative,,,
CLM_LN_MSG_CD,DD4,Over Counter Drugs Not Covered,,,
CLM_LN_MSG_CD,MGXW,Provider discount through MULTIPLAN/VIANT OUT OF N,,,
CLM_LN_MSG_CD,A865,PEND-PRE EXISTING CONDITION REVIEW,,,
CLM_LN_MSG_CD,DCR,INCLUDED IN CASE RATE,,,
CLM_LN_MSG_CD,E762,RECV: MEDCOST - COB/TPL,,,
CLM_LN_MSG_CD,O45,DME POS NC PAR,,,
CLM_LN_MSG_CD,C149,REJ-NON COVERED SERVICE UNDER MEDICAL BENEFIT LDI,,,
CLM_LN_MSG_CD,C801,REJ-MR-CCI INCIDENTAL EDIT - REIMBURSEMENT INCLUDE,,,
CLM_LN_MSG_CD,M7JC,This claim was not received within the required ti,,,
CLM_LN_MSG_CD,B09,DPPO NP PRV PD PPO,,,
CLM_LN_MSG_CD,E418,RECV:IDS ENTITY RESPONSIBLE FOR PAYMENT,,,
CLM_LN_MSG_CD,E832,PROV:REFERRING PHYSICIAN INCORRECT,,,
CLM_LN_MSG_CD,JNMU,CE-IOE Infertility,,,
CLM_LN_MSG_CD,MFX,NP OON Tech Svc Phys Bill,,,
CLM_LN_MSG_CD,DNHY,ARKANSAS02,,,
CLM_LN_MSG_CD,PC5,Orthonet Reimbursement,,,
CLM_LN_MSG_CD,5YSW,PEND - REVENUE CODE 762 OBSERVATION +23 HOURS,,,
CLM_LN_MSG_CD,Y41,AUTH NP HIAA50 KY EOB,,,
CLM_LN_MSG_CD,Y86,AUTH NP ~HIAA80 NJ EOB,,,
CLM_LN_MSG_CD,Y88,100%MCARE GENERIC,,,
CLM_LN_MSG_CD,DA7,Misc. Converted Aetna Deny Remit,,,
CLM_LN_MSG_CD,A532,REJ-INVALID PLACE OF SERVICE CODE RE-SUBMIT WITH V,,,
CLM_LN_MSG_CD,03V5,Request-APC NR for Site of Svc,,,
CLM_LN_MSG_CD,A966,REJ-RESUBMIT USING APPROPRIATE UB FORM FOR YOUR DA,,,
CLM_LN_MSG_CD,C270,APPROVED CAPITATED CONTRACT,,,
CLM_LN_MSG_CD,MHO5,Expenses adjusted due to discount arrangement with,,,
CLM_LN_MSG_CD,D760,REJ-PRIMARY CARRIER ALLOWED AMOUNT NOT SUBMITTED O,,,
CLM_LN_MSG_CD,G57,OON paid at 325% RBRVS,,,
CLM_LN_MSG_CD,N28,OMFS PEND NY MED RECORDS,,,
CLM_LN_MSG_CD,S62,SIU dent req info D1110 PAR,,,
CLM_LN_MSG_CD,E538,PEND-GMIS UNEXPECTED DX AND PROC COMBINATION,,,
CLM_LN_MSG_CD,A462,REJ-INCLUDED IN INPATIENT CONTRACT,,,
CLM_LN_MSG_CD,A630,APP-MEDICARE PCIP BONUS PAYMENT COVERED CHARGES,,,
CLM_LN_MSG_CD,A683,REJ-PREVENTIVE CARE IS COVERED BY PATIENT'S PRIMAR,,,
CLM_LN_MSG_CD,E397,TEAM:MVA DOES NOT APPLY,,,
CLM_LN_MSG_CD,UA70,MA-APC Invalid DX code,,,
CLM_LN_MSG_CD,D184,REJ-NR-DOES NOT MEET CRITERIA FOR OBSERVATION SERV,,,
CLM_LN_MSG_CD,A365,REJ-CHARGES EXCEED THE RELATIVE VALUE OF THE ALLOW,,,
CLM_LN_MSG_CD,B230,REJ-SERVICES SHOULD BE PERFORMED BY A PREFERRED LA,,,
CLM_LN_MSG_CD,B417,NR- CPT CODE ADDED DURING QUALITY AUDIT,,,
CLM_LN_MSG_CD,MHD,Medicare primary during Inpatient Stay,,,
CLM_LN_MSG_CD,Z95,ANEST MODIFIER DENY NP INN,,,
CLM_LN_MSG_CD,732,DENY NOT PREDETERMINED,,,
CLM_LN_MSG_CD,C499,QUALCARE PPO CONTRACT:PLEASE SUBMIT INVOICE FOR BI,,,
CLM_LN_MSG_CD,D452,REJ-THE MEDICARE CROSSOVER OR ACTUAL CLAIM WITH ME,,,
CLM_LN_MSG_CD,D6D,Authnp 125%mcare Ky Info,,,
CLM_LN_MSG_CD,Q58B,MA-Message for Denied Encounter,,,
CLM_LN_MSG_CD,DG2,Denied Per GTE FHC Arrangement,,,
CLM_LN_MSG_CD,D328,REJ-AMT REPRESENTS A DISCOUNT THROUGH INTERPLAN HE,,,
CLM_LN_MSG_CD,D5D,Chrgs Proc Undr Nwbrn Id,,,
CLM_LN_MSG_CD,D712,APPROVED- PAID IN ACCORDANCE WITH TRPN/INITIAL GRO,,,
CLM_LN_MSG_CD,C384,YOU MAY QUALIFY FOR MEDICAID TO PAY ALL OR A PORTI,,,
CLM_LN_MSG_CD,D807,DENIED IN ACCORDANCE WITH UP&UP AGREEMENT (800-499,,,
CLM_LN_MSG_CD,DNC,Not Effective Nc,,,
CLM_LN_MSG_CD,HHJ,Info Not Rec'd from Prov,,,
CLM_LN_MSG_CD,J26,Req Coding Info,,,
CLM_LN_MSG_CD,C641,REJ-MPHD-ROUTINE SERVICES UNBUNDLED AND INCLUDED I,,,
CLM_LN_MSG_CD,Q26,SURGICAL CPT REQUIRED,,,
CLM_LN_MSG_CD,VI2D,MA-APC Rev Code Invalid,,,
CLM_LN_MSG_CD,B45D,MA Dental-Anesthesia Ad Info,,,
CLM_LN_MSG_CD,D68,IPRO - Greater Than $2500 Difference,,,
CLM_LN_MSG_CD,IC8,Reduce ortho length tx,,,
CLM_LN_MSG_CD,063N,MA-CXT CCI Inc Current Claim,,,
CLM_LN_MSG_CD,RA9,Residential Treatment Fac claim - NP,,,
CLM_LN_MSG_CD,Y65,AUTH NP AMFS KY EOB,,,
CLM_LN_MSG_CD,PP3,PREV APPLD PRMPTPAY DISC,,,
CLM_LN_MSG_CD,900,EST MEDICARE BEN PAY,,,
CLM_LN_MSG_CD,B837,REJ-ADMIT TYPE REQUIRED,,,
CLM_LN_MSG_CD,YY3A,CTV PPM Prev Pd DME Purch Price Non Par,,,
CLM_LN_MSG_CD,IF,BENEFIT ONLY BIRTH TO 19,,,
CLM_LN_MSG_CD,178,EXECUTIVE MEDICAL PLAN,,,
CLM_LN_MSG_CD,A845,REJ-PAID AT AGREED NCN NEGOTIATED RATE,,,
CLM_LN_MSG_CD,DLS,Sexual Dysfunction Nc,,,
CLM_LN_MSG_CD,E329,GENL:INTERIM BILLING PROCEDURES NOT FOLLOWED,,,
CLM_LN_MSG_CD,T80,CTV PCA,,,
CLM_LN_MSG_CD,T73,CTV PCA inappropriate mod,,,
CLM_LN_MSG_CD,Z96,ANEST MODIFIER DENY NP OON,,,
CLM_LN_MSG_CD,DJA,Pre Op Visit Npin,,,
CLM_LN_MSG_CD,HBM0,MA-Denied Billed ICD Code,,,
CLM_LN_MSG_CD,BCE8,Dental-Non-Billiable Charge,,,
CLM_LN_MSG_CD,LG5,C/BY $ DENT PMOA,,,
CLM_LN_MSG_CD,P7S,Oon Pd At 450% Mcr Allowed,,,
CLM_LN_MSG_CD,C237,PAYMENT BASED ON GROUP BENEFIT LIMIT. MEMBER RESPO,,,
CLM_LN_MSG_CD,L85K,Monkeypox/Smallpox Vaccine,,,
CLM_LN_MSG_CD,E752,MRKT:MARKETING EXCEPTION REQUEST,,,
CLM_LN_MSG_CD,9V3F,TX Copay Cost Share Protect,,,
CLM_LN_MSG_CD,D35,Deny. UNCMP. Care/Sales/Get Tax,,,
CLM_LN_MSG_CD,E103,REJ-HCR-NO MEMBER OBLIGATION SUBMITTED ONLY BECAUS,,,
CLM_LN_MSG_CD,NEEC,The benefit reflects the Premier Dental Group pref,,,
CLM_LN_MSG_CD,PHB,1/4 RATE - HISTORICAL,,,
CLM_LN_MSG_CD,C938,REJECTED-SERVICES PROVIDED PRIOR TO NATIONAL COVER,,,
CLM_LN_MSG_CD,E316,TEAM:MULTIPLE SURGICAL ALLOWANCE INCORRECT,,,
CLM_LN_MSG_CD,HHN,Addl Info Covid-19 OTC tests,,,
CLM_LN_MSG_CD,074J,MA-Non-Billable Charges,,,
CLM_LN_MSG_CD,D903,REJ-INVALID BIRTH WEIGHT,,,
CLM_LN_MSG_CD,PJY,Oon Pd 175% Mdcr Allowed,,,
CLM_LN_MSG_CD,A441,REJ-TRANSPLANT SVCS NOT AUTHORIZED,,,
CLM_LN_MSG_CD,G32,After Discontinued OP Proc,,,
CLM_LN_MSG_CD,PAI,NAP-INTERPLAN,,,
CLM_LN_MSG_CD,E196,DENIED-POST REVIEW BY MEDICAL DIRECTOR,,,
CLM_LN_MSG_CD,FH3,Proof of Payment,,,
CLM_LN_MSG_CD,A101,COPAY 4,,,
CLM_LN_MSG_CD,839,PROV SEG ONLY,,,
CLM_LN_MSG_CD,8Q28,BRG-Bill type 12x and srvc not medically necessary,,,
CLM_LN_MSG_CD,M83,PM Letter Sent PAR,,,
CLM_LN_MSG_CD,Q4,INVESTIGATIONAL NC,,,
CLM_LN_MSG_CD,A972,REJ-HR-REJECTED HR,,,
CLM_LN_MSG_CD,B420,NR-E/M SERVICE NOT REIMBURSED,,,
CLM_LN_MSG_CD,B554,REJ-HCR-SERVICE NOT COVERED BY MEDICAID,,,
CLM_LN_MSG_CD,B59,B59 Denial,,,
CLM_LN_MSG_CD,DBS,Resubmit Mns,,,
CLM_LN_MSG_CD,PKJO,This charge was processed under the routine/wellne,,,
CLM_LN_MSG_CD,Y36,AUTH NP 125%MCARE KY EOB,,,
CLM_LN_MSG_CD,C681,DEACTIVATED APC PROJECT 3,,,
CLM_LN_MSG_CD,DYL,Clm Rev Pay Prof Comp,,,
CLM_LN_MSG_CD,E101,REJ-YOU ARE ENROLLED IN TWO GVT HEALTH PLANS CONT,,,
CLM_LN_MSG_CD,0MLG,Home Birth Excluded Plan,,,
CLM_LN_MSG_CD,IA5,Deduct Ortho Diagnostics,,,
CLM_LN_MSG_CD,03QA,Request-APC Transfusion,,,
CLM_LN_MSG_CD,347,CONTRACTUAL REDUCT (UPS ARX ONLY),,,
CLM_LN_MSG_CD,673,EXP EXCEED/PREVAILING,,,
CLM_LN_MSG_CD,5E7L,Dental-UM denial of D2950-Non-Par,,,
CLM_LN_MSG_CD,A509,REJ-DENTAL SERVICES/TREATMENT ARE NOT COVERED IN Y,,,
CLM_LN_MSG_CD,769,RX deductible for Washington Post 720337,,,
CLM_LN_MSG_CD,C755,REJ-PAID AT HEALTH COALITION NEGOTIATED RATE,,,
CLM_LN_MSG_CD,M4IB,Our records indicate that no medical coverage was,,,
CLM_LN_MSG_CD,E631,RECV:ORS - BILLING,,,
CLM_LN_MSG_CD,BUJF,IVL-Provider Not Recog Physician,,,
CLM_LN_MSG_CD,A799,REJ-HCR-MODIFIER SUBMITTED IS NOT APPROPRIATE FOR,,,
CLM_LN_MSG_CD,E033,REJ-INVALID BILL TYPE.  RESUBMIT WITH VALID BILL T,,,
CLM_LN_MSG_CD,E22,GALAXY HEALTH NET NAP FACILITY,,,
CLM_LN_MSG_CD,0GKG,Texas Mediation Approval,,,
CLM_LN_MSG_CD,B362,REJ-MR-PROCEDURE NOT SUPPORTED BY DOCUMENTATION,,,
CLM_LN_MSG_CD,F38,PRE OP VISIT - NON PREFERRED (SIU),,,
CLM_LN_MSG_CD,DSC,Sex Change Nc,,,
CLM_LN_MSG_CD,DJ-,Reserved,,,
CLM_LN_MSG_CD,Z89,Overage dept S7,,,
CLM_LN_MSG_CD,E10,INTEGRATED HEALTH PLAN NAP FACILITY,,,
CLM_LN_MSG_CD,U14,MULT SURG REDUCTION PAR,,,
CLM_LN_MSG_CD,X26,GNDER/PROC MISMTCH NP IN,,,
CLM_LN_MSG_CD,A516,REJ-RESUBMIT CLAIM TO KAISER,,,
CLM_LN_MSG_CD,C022,REJ-RESUBMIT WITH APPROPRIATE MODIFIER REQUIRED FO,,,
CLM_LN_MSG_CD,E868,RECV:HRI WORK COMP,,,
CLM_LN_MSG_CD,DGJ,Reserved,,,
CLM_LN_MSG_CD,B613,RENTAL OF DME MUST BE SUBMITTED AFTER RENTAL DATE,,,
CLM_LN_MSG_CD,DGN,Reserved For P8357,,,
CLM_LN_MSG_CD,1581,Payment includes reimbursement exceeding stop loss,,,
CLM_LN_MSG_CD,NYL,NY SB 2022 AOB I/0,,,
CLM_LN_MSG_CD,A335,REJ-$ ABOVE PER DIEM RATE,,,
CLM_LN_MSG_CD,DUD,Ma-Apc Mod Req Pt Dischg Stat,,,
CLM_LN_MSG_CD,N25,SUBMIT TO MEDCO,,,
CLM_LN_MSG_CD,MEGV,FOR PROVIDERS: This amount represents the differen,,,
CLM_LN_MSG_CD,TNHS,IVL-VASB NON PAR INN,,,
CLM_LN_MSG_CD,A820,REJ-REBILL WITH DRG CODE,,,
CLM_LN_MSG_CD,B565,REJ-SI-SERVICE IS NOT SEPARATELY PAYABLE,,,
CLM_LN_MSG_CD,C379,REJ-PLEASE SUBMIT RENDERING CLINIC NAME ON THE CLA,,,
CLM_LN_MSG_CD,F020,COMP:COMPLAINT UPHELD CLAIM PROCESSING,,,
CLM_LN_MSG_CD,O54,NC NOT BANNER NETWK (Home Depot),,,
CLM_LN_MSG_CD,0D5G,MA-APC Trauma code w/o rev code 068x and px 99291,,,
CLM_LN_MSG_CD,245,PN REQUIR NOT MET,,,
CLM_LN_MSG_CD,M0IP,Charges in excess of the Medicaid paid amount have,,,
CLM_LN_MSG_CD,C246,REJ- PAYMENT HAS BEEN MADE TO MEMBER.  MEMBER RESP,,,
CLM_LN_MSG_CD,X47,UBH Denial,,,
CLM_LN_MSG_CD,B107,CLAIM FORWARDED TO PROMINA FOR PROCESSING,,,
CLM_LN_MSG_CD,A638,REJ-SERVICES WERE NOT AUTHORIZED,,,
CLM_LN_MSG_CD,DWP,Not Cpt Precerted By Nia,,,
CLM_LN_MSG_CD,M3J8,(Short Term Medical):Charges resulting from or rel,,,
CLM_LN_MSG_CD,D767,REJ-PRIMARY CARRIER PATIENT RESPONSIBILITY AMOUNTS,,,
CLM_LN_MSG_CD,C191,APP-NR-PAYMENT INCLUDES SERVICES FOR PRE AND INTRA,,,
CLM_LN_MSG_CD,C282,PEND CONTRACT TESTING-NO INTEREST DUE,,,
CLM_LN_MSG_CD,WCWN,Expenses adjusted due to discount arrangements wit,,,
CLM_LN_MSG_CD,S93,SIU Upheld Decision Pre-Pay,,,
CLM_LN_MSG_CD,G79,OON PAID AT 50% RBRVS,,,
CLM_LN_MSG_CD,33CW,REJECT - INVALID TYPE OF BILL FOR SERVICES BILLED,,,
CLM_LN_MSG_CD,D111,CLAIM LINE ORDER CHANGED TO SUPPORT PROCESSING GUI,,,
CLM_LN_MSG_CD,H9NP,"BRG-Ambulance Modifier ""P"" restriction",,,
CLM_LN_MSG_CD,NVD,INFE NV Surp Bill ER Svc,,,
CLM_LN_MSG_CD,7DZ0,REPRICED-LESS OF APPLIED from FEE SCHED Clmlvl,,,
CLM_LN_MSG_CD,0GMJ,OBS > 24 Hrs denied for no notification,,,
CLM_LN_MSG_CD,81E1,Claim/service lacks info needed for adjudication,,,
CLM_LN_MSG_CD,E04,FORTIFIED PROVIDER NET (FPN),,,
CLM_LN_MSG_CD,E713,TI: RULE BANK/NIGHT JOB RULE DID NOT PEND CLAIM,,,
CLM_LN_MSG_CD,FA8,FEDS Itemized EOB,,,
CLM_LN_MSG_CD,A147,REJ-NOT A COVERED BENEFIT. SMOKING CESSATION IS ON,,,
CLM_LN_MSG_CD,A533,REJ-INVALID MODIFIER RE-SUBMIT WITH VALID CODE,,,
CLM_LN_MSG_CD,B847,REJ-PAYMENT BASED ON CARE NETWORK DISCOUNT AGREEME,,,
CLM_LN_MSG_CD,451,COSMETIC EXP NC,,,
CLM_LN_MSG_CD,D438,REJ-SERVICES NOT PAYABLE WHEN BILLED MORE THAN 56,,,
CLM_LN_MSG_CD,DB6,DENY CLAIM BACK TO PRO HEALTH,,,
CLM_LN_MSG_CD,F048,RECV:REFUND RECEIVED IN ERROR-PAYMENT RE-ISSUED TO,,,
CLM_LN_MSG_CD,G40,OON PAID AT 285% RBRVS,,,
CLM_LN_MSG_CD,CAC,CA HMO Facility ER,,,
CLM_LN_MSG_CD,5617,Denied - expired review trigger,,,
CLM_LN_MSG_CD,C546,REJ-PLEASE RESUBMIT WITH THE SEMI PRIVATE ROOM RAT,,,
CLM_LN_MSG_CD,D366,REJ-SERVICES BILLED IN ERROR,,,
CLM_LN_MSG_CD,D552,REJ-CR-INCLUDED IN OB GLOBAL SERVICES,,,
CLM_LN_MSG_CD,E08,THE INITIAL GROUP NAP FACILITY,,,
CLM_LN_MSG_CD,G13,OON Paid at 200% RBRVS,,,
CLM_LN_MSG_CD,271,EYE EXAM NC,,,
CLM_LN_MSG_CD,996,INJ MED N/C UNDER MED,,,
CLM_LN_MSG_CD,PRV,Implant Inv Rev,,,
CLM_LN_MSG_CD,C134,APP-STOP LOSS PRICE AND PASS,,,
CLM_LN_MSG_CD,D86,Paid Per Agreement,,,
CLM_LN_MSG_CD,MGGT,Texas Health Care Laws protect patients from being,,,
CLM_LN_MSG_CD,DIW,Ma Oon Fitness S&f,,,
CLM_LN_MSG_CD,0BEG,CXT - ANESTHESIA CROSSWALK ADD LINE,,,
CLM_LN_MSG_CD,872,ER AIR AMB MAX MET,,,
CLM_LN_MSG_CD,DLX,Over Allowed Amt Par,,,
CLM_LN_MSG_CD,DU$,Reserved,,,
CLM_LN_MSG_CD,PKP,Prvd To Reim Memb,,,
CLM_LN_MSG_CD,DYW,Ma Ref Phy Par,,,
CLM_LN_MSG_CD,ME7B,Your Plan had a run-out period to submit claims af,,,
CLM_LN_MSG_CD,PIM,Ca Pay The Member,,,
CLM_LN_MSG_CD,C770,REJ-PAID AT PROVIDER NEGOTIATED RATE,,,
CLM_LN_MSG_CD,G39,CAH REF DEFAULT,,,
CLM_LN_MSG_CD,M8VN,(Short Term Medical):Charges for treatment servic,,,
CLM_LN_MSG_CD,C336,REJ-APPROVED AMOUNT REFLECTS BONUS PAYMENT,,,
CLM_LN_MSG_CD,V89,FCR - MBB,,,
CLM_LN_MSG_CD,AL,CONTACT LENSES NC,,,
CLM_LN_MSG_CD,DXJ,Reserverd,,,
CLM_LN_MSG_CD,D\C,Np Inappropriate Billing,,,
CLM_LN_MSG_CD,MC0S,Paid according to the discount agreement with Radi,,,
CLM_LN_MSG_CD,C705,APPROVED- -PAID IN ACCORDANCE WITH TRPN/FORTIFIED,,,
CLM_LN_MSG_CD,FED,NSA State All-Payer/State Rate Paid,,,
CLM_LN_MSG_CD,S57,SIU dent req info orthodontics NP,,,
CLM_LN_MSG_CD,W51,IP DAYS DENIED/DENY ATTENDING,,,
CLM_LN_MSG_CD,MP9,Appeal Overturn,,,
CLM_LN_MSG_CD,D264,REJ-SERVICE PROVIDED ON OR AFTER THE END DATE OF N,,,
CLM_LN_MSG_CD,DGS,Authd Units Exceeded,,,
CLM_LN_MSG_CD,C117,DEBT RECONCILIATION PAYMENT,,,
CLM_LN_MSG_CD,A141,REJ-BILL DIRECTLY WITH EMPLOYER NAME AND PAYOR NUM,,,
CLM_LN_MSG_CD,D439,REJ-SERVICES NOT PAYABLE WHEN BILLED MORE THAN 90,,,
CLM_LN_MSG_CD,K92,CHEMO ADMIN NC NP OON,,,
CLM_LN_MSG_CD,906,ESTIMATED AMT MIN BFT,,,
CLM_LN_MSG_CD,DHN,Bill For Addl Er Chrges,,,
CLM_LN_MSG_CD,A766,REJ-RESUBMIT WITH MEDICAL RECORDS.  SUBMIT TO: CHC,,,
CLM_LN_MSG_CD,PHX,Facility Authin 375% Mcr,,,
CLM_LN_MSG_CD,TX0,TXSB GROUND AMB I/O,,,
CLM_LN_MSG_CD,WAJW,DSNP Mbr Not Resp,,,
CLM_LN_MSG_CD,E417,IDS ENTITY RESPONSIBLE FOR PAYMENT,,,
CLM_LN_MSG_CD,FF3,FEHBP Billed US Dollars,,,
CLM_LN_MSG_CD,Y29,FL ER REF NP 239% GA EOB,,,
CLM_LN_MSG_CD,50E7,Pend-Need Servicing Prov Info,,,
CLM_LN_MSG_CD,D178,REJ-NR-PACKAGED INCIDENTAL SERVICE,,,
CLM_LN_MSG_CD,464,SPEECH THERAPY NC,,,
CLM_LN_MSG_CD,B734,PEND CSO TESTING,,,
CLM_LN_MSG_CD,3JRM,IVL Request Dental-Accident request xrays,,,
CLM_LN_MSG_CD,344,20% CO-PAY (IH DENTAL EXPENSES ONLY),,,
CLM_LN_MSG_CD,A785,REJ-HCR-DENIED AFTER RECONSIDERATION,,,
CLM_LN_MSG_CD,MCW0,Bill repriced to PPO contract with PHN/Medview/Dim,,,
CLM_LN_MSG_CD,S63,SIU dent req info D1110 NP,,,
CLM_LN_MSG_CD,3621,Account not effective on claim processing date,,,
CLM_LN_MSG_CD,M8FY,Claim is denied due to lack of claim funding.,,,
CLM_LN_MSG_CD,ND,POSS DUP CLAIM ADJUDICATION OVERRIDE,,,
CLM_LN_MSG_CD,M09,Copay Not Deducted From FunD (Dick's Sporting Good,,,
CLM_LN_MSG_CD,W0ED,PAR - NC OP POS,,,
CLM_LN_MSG_CD,Q67,Applied $0 Cost Share Health Assmt,,,
CLM_LN_MSG_CD,0MLQ,Deny Consults Medicare,,,
CLM_LN_MSG_CD,848,ENT - MHN - R&C,,,
CLM_LN_MSG_CD,D6T,Los Den Sl Noi Per Pm,,,
CLM_LN_MSG_CD,TTS6,MA-Maximum Allowable Met,,,
CLM_LN_MSG_CD,727,Not covered under the Open Choice plan so money is,,,
CLM_LN_MSG_CD,095,DUPLICATE GLASSES NC,,,
CLM_LN_MSG_CD,A831,REJ-RESUBMIT WITH MEDICAL RECORDS AND OFFICE NOTES,,,
CLM_LN_MSG_CD,ONXO,The claim reflected on this Explanation of Benefit,,,
CLM_LN_MSG_CD,DT,COE TRAVEL .09 P/MILE,,,
CLM_LN_MSG_CD,7956,CXT - Radiation Therapy Par,,,
CLM_LN_MSG_CD,K50,N/C Separately Par,,,
CLM_LN_MSG_CD,C184,REJ-NR-PRINCIPAL DIAGNOSIS INVALID REBILL WITH VA,,,
CLM_LN_MSG_CD,C279,DENIED-PAID AT VHN 2 DISCOUNTED RATE,,,
CLM_LN_MSG_CD,IB9C,Elevation - Cataract Lens,,,
CLM_LN_MSG_CD,M6GW,This specialty medication is not covered under the,,,
CLM_LN_MSG_CD,POH,Ohio Mammo Max,,,
CLM_LN_MSG_CD,D905,REJ-INVALID BIRTH WEIGHT,,,
CLM_LN_MSG_CD,C506,QUALCARE PPO CONTRACT ANCILLARY CHARGES ARE INCLU,,,
CLM_LN_MSG_CD,MGIC,PPO network discount given for a Non-PPO provider,,,
CLM_LN_MSG_CD,498,PYMT AT 125% OF MDCR,,,
CLM_LN_MSG_CD,B34,Incidental Service Par,,,
CLM_LN_MSG_CD,YTGU,Modifier CO or CQ Adjustment,,,
CLM_LN_MSG_CD,C399,DR-CERTAIN PERIO TX CANNOT BE PERFORMED ON SAME DO,,,
CLM_LN_MSG_CD,Z5NP,Pre-Admission Testing NC,,,
CLM_LN_MSG_CD,A424,REJ-PROCEDURE CAN ONLY BE PERFORMED BY CARDIOLOGIS,,,
CLM_LN_MSG_CD,C451,DR-PLEASE PROVIDE AN ADD'L CLEAR X-RAY AS TOOTH/T,,,
CLM_LN_MSG_CD,CT1,CT Surprise Bill Recon Uphold,,,
CLM_LN_MSG_CD,DMX,Foot Orth Std Exclusion,,,
CLM_LN_MSG_CD,O52,NP INN DEFAULT % BILLED,,,
CLM_LN_MSG_CD,D386,REJ-MG-PROVIDER'S LICENSE INACTIVE FOR THIS DATE O,,,
CLM_LN_MSG_CD,F009,GENL:MULTIPLE PROCEDURES PAID INCORRECTLY,,,
CLM_LN_MSG_CD,F04,SIU REFERING PROV (SIU ONLY),,,
CLM_LN_MSG_CD,E961,DUPL: DUPLICATE PYMT BASED ON MODIFIER MISMATCH,,,
CLM_LN_MSG_CD,C07,DME PURCHASE PRICE INVALID,,,
CLM_LN_MSG_CD,A184,REJ-CORRECTED CLAIM/AND OR DOCUMENTS REVIEWED NO,,,
CLM_LN_MSG_CD,B175,REJECT - DUKE DEVELOPMENTAL DELAY - MANUAL,,,
CLM_LN_MSG_CD,CU,STOP LOSS - SEE MP61,,,
CLM_LN_MSG_CD,KZQL,Dental-Exceeds MAC Schedule,,,
CLM_LN_MSG_CD,D588,REJ-CR-PROCEDURE IS NOT PERMITTED IN THIS POS BIL,,,
CLM_LN_MSG_CD,POX,Schd Amt Has Been Appld,,,
CLM_LN_MSG_CD,38E5,NAP Lab,,,
CLM_LN_MSG_CD,712,NOT A COVERED BENEFIT,,,
CLM_LN_MSG_CD,C612,REJ-HDR-UNBUNDLING SUPPLIES AND SERVICES INAPPROPR,,,
CLM_LN_MSG_CD,DVJ,Clm Rev26 Comp Nonrad Oon,,,
CLM_LN_MSG_CD,Y40,AUTH NP MDNONP KY EOB,,,
CLM_LN_MSG_CD,C72,POOR PROG- TX DMO,,,
CLM_LN_MSG_CD,MBO,Req Therapy Eval/Notes,,,
CLM_LN_MSG_CD,SBA,SRPRZ BILL MKT NEG,,,
CLM_LN_MSG_CD,0GHE,MA-HHC Future Precert Required,,,
CLM_LN_MSG_CD,C467,DR-PROCEDURE CODE SUBMITTED IS UNKNOWN PROVIDE CU,,,
CLM_LN_MSG_CD,A400,APPROVED-SERVICES PAID AT THE OUT OF NETWORK LEVEL,,,
CLM_LN_MSG_CD,E040,REJ-CR-RENTAL CAP EXCEEDED BASED ON REVIEW,,,
CLM_LN_MSG_CD,075,FACILITY NOT RECOGNIZED,,,
CLM_LN_MSG_CD,I79,D4355 denied/w D0120 PAR,,,
CLM_LN_MSG_CD,F029,GENL:BENEFIT OVERRIDE FOR MEDICAL NECESSITY,,,
CLM_LN_MSG_CD,C325,REJ-PER CARILION CONTRACT DELAY IN SERVICE DENIED,,,
CLM_LN_MSG_CD,0MUX,Elevation - Network Adequacy,,,
CLM_LN_MSG_CD,771,Developmental Delay NC,,,
CLM_LN_MSG_CD,96Q9,CXT-Paid another provider-Par,,,
CLM_LN_MSG_CD,A788,REJ-HCR-MUTUALLY EXCLUSIVE PROCEDURE,,,
CLM_LN_MSG_CD,E0,EXECUTIVE MEDICAL,,,
CLM_LN_MSG_CD,633T,CTV PPM Bundling - mult codes - NPNAPPPO NP pref,,,
CLM_LN_MSG_CD,B679,APPROVED MAJOR MEDICAL,,,
